artist,bio,source,url
Dr. Dre,"Andre Romell Young, known professionally as Dr. Dre, is an American rapper, record producer, record executive, and actor. He is the founder and CEO of Aftermath Entertainment and Beats Electronics, and co-founder of Death Row Records. Dre began his career as a member of the World Class Wreckin' Cru in 1984, and later found fame with the gangsta rap group N.W.A, which he formed in 1987 with Eazy-E, Ice Cube and Arabian Prince. The group popularized explicit lyrics in hip-hop to detail the violence of street life. N.W.A's debut album Straight Outta Compton (1989) was one of the most successful albums in the West Coast hip-hop scene, and is often credited for the rise in popularity of gangsta rap. During the early 1990s, Dre was credited as a key figure in the crafting and popularization of West Coast G-funk, a subgenre of hip-hop characterized by a synthesizer foundation and slow, heavy production.",wikipedia,https://en.wikipedia.org/wiki/Dr._Dre
Mark Ronson,"Mark Daniel Ronson is an English and American musician, record producer, and DJ. He has won ten Grammy Awards, including Producer of the Year for Amy Winehouse's album Back to Black (2006), as well as two for Record of the Year with her 2006 single ""Rehab"" and his own 2014 single ""Uptown Funk"". Ronson has also won an Academy Award for Best Original Song, a Golden Globe and a Grammy Award for co-writing ""Shallow"" for the film A Star Is Born (2018).",wikipedia,https://en.wikipedia.org/wiki/Mark_Ronson
Crush,"Crush is the name of at least fourteen different musical acts. 1) Crush ( ), born Shin Hyo-Seob on May 3, 1992, is a South-Korean R&B and hip-hop singer, rapper and songwriter. He is a member of the hip-hop crews Fanxy Child, Club Eskimo, and VV:D. 2) were formed in Newcastle-upon-Tyne in 1996 and featured Donna Air and Jayni Hoy (both then-teenage actresses in BBC TV's 'Byker Grove'). They released two singles in the UK, and , but disappointing sales led to their debut album (which included a cover of ) being shelved. Jayni Hoy then quit the duo and a replacement, , was drafted in. This line up released a remixed version of the debut album, now called , in the USA on Robins Records, in 1997. Much more dance/Europop orientated than the indie-pop of previous singles, this album retains the original vocals from Jayni on 8 of the 12 tracks, including several compositions by vocalist (rumor has it that the band were managed by her mum!). After the band split, Air moved into TV presenting, whilst Caporaso went on to front and electro-rock act . 3) The solo project of current Beach Fossils' drummer, Tom Gardner. 4) is a straight edge hardcore band from Pomona CA formed in early 2012 they tour and play shows whenever they can. They have a self-titled album released in Oct 2012. 5) Legendary Greek heavy metal band with one album in 1993: Kingdom of the Kings. 6) Previously known as , was a band on Atlantic Records from 1991 to 1993 featuring singer-songwriter Michael Bramon, guitarist-songwriter John Valentine Carruthers (formerly of - where he had replaced Robert Smith who had left to form ), and drummer-songwriter Paul Ferguson (formerly of -which he co-founded). 7) Hailing from Newfoundland and most recently based in Halifax, Nova Scotia, comprise Paul Lamb and Cory Tetford. Other members have included Santiago Serna, Scott MacFarlane and Brian Talbot. They have released two albums, 2002's Here and 2003's Face in the Crowd. 8) Crush was a British pop band of the early 1970s. The group was already active in Kent when, in late 1972, it was joined by guitarist and Moog player Rick Foster, who had just left . The band recorded a single, a cover version of Giorgio Moroder's 'Today's A Tomorrow', which sounded very Chicory Tip-ish. It was the band's only single. Crush folded and Rick Foster moved on to . 9) A Venezuelan pure black metal band. 10) Georgian heavy metal band. 11) Dutch teenage heavy metal band. 12) South African 90s punk band. 13) Oakland guitar rock band . 14) Swedish 90s shoegaze band. 15) Austrian indie pop band from Graz.",lastfm,https://www.last.fm/music/Crush/+wiki
Paulo Londra,Paulo Ezequiel Londra is an Argentine rapper and singer. His music has topped Argentine charts and has been highly successful across Argentina and Latin America.,wikipedia,https://en.wikipedia.org/wiki/Paulo_Londra
Elton John,"Sir Elton Hercules John is a British singer, songwriter and pianist. His music and showmanship have had a significant, lasting effect on the music industry, and his songwriting partnership with the lyricist Bernie Taupin is one of the most successful in history. John was the 19th person to achieve an ""EGOT"", winning Emmy, Grammy, Oscar, and Tony awards. He has sold over 300 million records worldwide, making him one of the best-selling music artists of all time.",wikipedia,https://en.wikipedia.org/wiki/Elton_John
TOTO,"Toto is an American rock band formed in Los Angeles, California, in 1977. The group blends elements of pop, rock, soul, funk, hard rock, R&B, blues, and jazz. They have released 14 studio albums and sold over 50 million records worldwide, receiving several Grammy Awards and an induction into the Musicians Hall of Fame and Museum in 2009. Keyboardist and vocalist David Paich and drummer Jeff Porcaro, both experienced session musicians, founded the band and were joined by bassist David Hungate, guitarist and vocalist Steve Lukather, keyboardist and vocalist Steve Porcaro, and vocalist Bobby Kimball before the release of their self-titled debut album in 1978. Led by the Top 5 single ""Hold the Line"", the album brought the band initial mainstream success. Their fourth album, ""Toto IV"" (1982), achieved global recognition, with ""Africa"" topping the Billboard Hot 100 and ""Rosanna"" reaching number 2, establishing Toto as one of the best-selling music groups of the era. After ""Toto IV"", Hungate and Kimball left the band. Hungate was replaced on bass by Mike Porcaro, and Kimball was succeeded by a series of vocalists, the longest-serving being Joseph Williams. Following Jeff Porcaro’s death in 1992, Simon Phillips became the band’s drummer. Although Toto did not repeat their peak U.S. radio success after the early 1980s, they continued to release albums and tour, achieving additional top-ten albums and singles in countries such as Japan and those in Scandinavia. Steve Lukather remains the only original member who continues to record and tour with the band, while David Paich remains an official member but has largely retired from touring. Since the 2010s, Toto has relied on contracted touring musicians to maintain live performances. As of 2023, the band has released fourteen studio albums, eight live albums, one movie soundtrack—1984’s ""Dune""—and several compilation albums. Their most recent studio release was ""Old Is New"" in 2018, after which they decided against recording further studio albums. In 2024 they launched the ""Dogz of Oz"" Tour, beginning in Red Bank, New Jersey. Studio albums (1978) (1979) (1981) (1982) (1984) (1986) (1988) (1992) (1995) (1999) (2002) (2006) (2015) (2018) Soundtrack albums (1984)",lastfm,https://www.last.fm/music/TOTO/+wiki
Becky G,"Rebbeca Marie Gomez, known professionally as Becky G, is an American singer and actress. Gomez first gained recognition in 2011 for her cover versions of popular songs, which she uploaded to YouTube. She is bilingual and often incorporates both Spanish and English in her music, showcasing her diverse cultural background. Her debut single ""Becky from the Block"" and her debut EP, Play It Again, were released in 2013, although both failed to chart. In 2014, Gomez achieved mainstream success with the release of ""Shower"", which reached the top twenty on the US Billboard Hot 100. In 2016, she released her first full Spanish-language single ""Sola"" as her debut into the Latin music market.",wikipedia,https://en.wikipedia.org/wiki/Becky_G
Wisin & Yandel,"Wisin & Yandel were a Puerto Rican reggaeton duo consisting of Wisin and Yandel. They started their career in 1998 and stayed together until 2023, winning several awards including a Grammy Award in 2009. They became the first reggaeton artists to win one. In late 2013, they announced they would take a pause in their career as a duo, after their Líderes Tour. In a 2014 interview with People en Español, Yandel confirmed that the group would not be disbanding. In February 2018, following a five-year hiatus, the duo announced they would be reuniting, and were set to embark on a world tour, as well as release new music. They sold over 15 million records.",wikipedia,https://en.wikipedia.org/wiki/Wisin_%26_Yandel
24kGoldn,"Golden Landis Von Jones, known professionally as 24kGoldn, is an American rapper. He initially saw recognition for his 2019 single ""Valentino"", which marked his first entry on the Billboard Hot 100, received double platinum certification by the Recording Industry Association of America (RIAA), and led him to sign with Barry Weiss' Records, an imprint of Columbia Records. His 2020 single, ""Mood"", peaked atop the Billboard Hot 100 and led his debut studio album El Dorado (2021), which peaked at number 22 on the Billboard 200.",wikipedia,https://en.wikipedia.org/wiki/24kGoldn
XXXTENTACION,"Jahseh Dwayne Ricardo Onfroy, professionally known as XXXTentacion, was an American rapper, singer-songwriter, and record producer. Though a controversial figure due to his widely publicized legal troubles, XXXTentacion gained a cult following among his young fan base during his short career with his depression and alienation-themed music. Critics and audiences often credit him for his musical versatility, with his music exploring emo, trap, trap metal, nu metal, indie rock, lo-fi, hip-hop, R&B, and punk rock. He was considered to be a leading figure in the establishment of the emo rap and SoundCloud rap genres, which garnered mainstream attention during the mid-to-late 2010s.",wikipedia,https://en.wikipedia.org/wiki/XXXTentacion
Aventura,"Aventura is an American bachata group formed in The Bronx, New York. With the lineup always consisting of the members Romeo Santos, Henry Santos, Lenny Santos, and Max Santos, they are regarded as one of the most influential Latin groups of all time. All of the members are of Dominican descent, although Romeo is also half Puerto Rican on his mother's side. They were the first major bachata act to have originated in the United States instead of the Dominican Republic. The group was integral to the evolution of bachata music and are the pioneers of the modern bachata sound.",wikipedia,https://en.wikipedia.org/wiki/Aventura_(band)
Vacations,"A vacation or holiday is either a leave of absence from a regular job or school or an instance of leisure travel away from home. People often take a vacation during specific holiday observances or for specific festivals or celebrations. Vacations are often spent with friends or family. Vacations may include a specific trip or journey, usually for the purpose of recreation or tourism.",wikipedia,https://en.wikipedia.org/wiki/Vacation
AP Dhillon,"Amritpal Singh ""AP"" Dhillon is an Indo-Canadian singer-rapper and record producer associated with Punjabi music. Five of his singles have peaked on the Official Charts Company UK Asian and Punjabi charts, while ""Majhail"" and ""Brown Munde"" have topped Billboard charts. Dhillon, alongside his label-mates Gurinder Gill, Shinda Kahlon, and Gminxr, works as a group under their label, Run-Up Records.",wikipedia,https://en.wikipedia.org/wiki/AP_Dhillon
Riton,"Henry Smithson, best known by his stage name Riton, is an English electronic music DJ and producer from Newcastle upon Tyne.",wikipedia,https://en.wikipedia.org/wiki/Riton_(musician)
MKTO,"MKTO is an American pop and hip hop duo, consisting of Malcolm Kelley and Tony Oller from Los Angeles. Their self-titled album was released on January 30, 2014, by Columbia Records. In July 2015, the duo released their first extended play, titled Bad Girls EP. As of 2022, the band has sold over 1 million records worldwide.",wikipedia,https://en.wikipedia.org/wiki/MKTO
Öwnboss,"Eduardo Fornasa Zaniolo, better known by his stage name Öwnboss, is a Brazilian electronic dance music producer and DJ from Florianópolis, Santa Catarina.",wikipedia,https://en.wikipedia.org/wiki/%C3%96wnboss
Duki,"Mauro Ezequiel Lombardo Quiroga, conocido artísticamente como Duki, es uno de los artistas más influyentes y populares en la escena del trap y la música urbana en Argentina y América Latina. Nació el 24 de junio de 1996 en Almagro, Buenos Aires. Inicios en la música Duki empezó a ganar notoriedad en la escena del freestyle argentino, particularmente en la competencia ""El Quinto Escalón"", junto a otros artistas emergentes como y . Su participación y victorias en estas batallas lo impulsaron a enfocarse en la creación de música original y grabada. Ascenso en el trap argentino En 2017, Duki lanzó el tema ""No Vendo Trap"", que se convirtió en un hit inmediato y consolidó su identidad dentro del trap argentino. Es reconocido como pionero del movimiento del trap en Argentina, fusionando rap, hip-hop y ritmos urbanos con letras que abordan la vida callejera, el dinero, el amor y la fama. Éxitos y colaboraciones Duki ha trabajado con destacados artistas de la escena urbana, tanto de Argentina como internacionalmente. Entre sus colaboraciones más conocidas están: y en ""Loca"" (2017), con un remix junto a . , , , y en diversos proyectos. Estilo y evolución musical Su estilo ha evolucionado combinando trap, reguetón, pop urbano y electrónica. Esto se refleja en su álbum (2021), donde muestra una faceta más versátil y madura, manteniendo sus raíces en el trap. Impacto cultural Duki ha influido en la cultura urbana joven, no solo con su música, sino también con su estética, look desenfadado y tatuajes, convirtiéndose en referente del streetwear y del estilo trap en Argentina y América Latina. Vida personal y redes Duki es cercano a sus fans y comparte abiertamente sus experiencias personales, incluyendo su salud mental y los desafíos de la fama, generando una conexión auténtica con su audiencia. Legado y proyección futura Con varios álbumes, sencillos exitosos y colaboraciones internacionales, Duki sigue siendo un referente del trap y la música urbana. Su capacidad de innovación y adaptación sugiere que continuará siendo un nombre relevante en la industria.",lastfm,https://www.last.fm/music/Duki/+wiki
Gorillaz,"Gorillaz are an English virtual band formed in 1998 by musician Damon Albarn and artist Jamie Hewlett. The band primarily consists of four fictional members: 2-D, Murdoc Niccals, Noodle and Russel Hobbs (drums). Their universe is presented in media such as music videos, interviews, comic strips and short cartoons. Gorillaz's music has featured collaborations with a wide range of musicians and featured artists, with Albarn as the only permanent musical contributor.",wikipedia,https://en.wikipedia.org/wiki/Gorillaz
Tiago PZK,"Tiago Uriel Pacheco Lezcano, better known by his stage name Tiago PZK, is an Argentine rapper and singer, mostly related with R&B, reggaeton and rap. His hit-singles are ""Sola"", ""Además de Mí"", ""Entre Nosotros"", ""Salimo de Noche"", and ""Cerca de Ti"".",wikipedia,https://en.wikipedia.org/wiki/Tiago_PZK
TV Girl,"TV Girl is an American indie pop band from San Diego, California, consisting of lead vocalist Brad Petering, drummer Jason Wyman, and keyboardist Wyatt Harmon.",wikipedia,https://en.wikipedia.org/wiki/TV_Girl
Shubh,"Shubhneet Singh, known professionally as Shubh, is an Indian rapper, singer, and songwriter associated with Punjabi music. Based in Brampton, Ontario, Shubh rose to mainstream in 2021 with his single ""We Rollin"". He released his debut album Still Rollin in 2023. His numerous singles have charted on the Canadian Hot 100, New Zealand Chart, UK Singles Chart and Billboard India. His single ""Baller"" charted on the Canadian Hot 100. In 2023, his song ""Cheques"" from his debut album Still Rollin peaked at number 3 on Billboard India Songs, while album was charted on Canadian Albums Chart and New Zealand Albums Chart.",wikipedia,https://en.wikipedia.org/wiki/Shubh
Charlie Puth,"Charles Otto Puth Jr. is an American singer-songwriter, musician, and record producer. His initial exposure came through the viral success of his song covers uploaded to YouTube. Puth signed with the record label eleveneleven in 2011.",wikipedia,https://en.wikipedia.org/wiki/Charlie_Puth
De La Ghetto,"Rafael Castillo Torres, known professionally as De la Ghetto, is an American singer and rapper who is the one-half member of the reggaeton duo Arcángel & De la Ghetto, alongside Arcángel. He is known for fusing reggaeton music with hip hop and trap rhythms, eventually creating Latin trap music.",wikipedia,https://en.wikipedia.org/wiki/De_la_Ghetto
BØRNS,"Garrett Clark Borns, better known by his stage name Børns, is an American singer, songwriter, and multi-instrumentalist.",wikipedia,https://en.wikipedia.org/wiki/B%C3%B8rns
El Alfa,"Emanuel Herrera Batista, known professionally as El Alfa or El Alfa El Jefe, is a Dominican rapper, known as the King of Dembow. Batista was born in Bajos de Haina, San Cristobal. He is known for his initial afro hairstyle which led him to popularity in the early 2010s through songs like ""Tarzan"", ""Coche Bomba"" and ""Muevete Jevi"". He went on to form relationships with many artists from Puerto Rico, such as Bad Bunny, Nicky Jam, Farruko, and Myke Towers among others. This resulted in one of the biggest collaborations in dembow history, led by El Alfa, when he released ""Suave (Remix)"" in December 2018 alongside Chencho Corleone, Bryant Myers, Miky Woodz, Jon Z and Noriel.",wikipedia,https://en.wikipedia.org/wiki/El_Alfa
A$AP Rocky,"Rakim Athelston Mayers, known professionally as ASAP Rocky, is an American rapper, record producer, actor, fashion designer, and model. Born and raised in Harlem, he embarked on his musical career as a member of the hip hop collective ASAP Mob, from which he adopted his stage name. In August 2011, Mayers' single ""Peso"" was leaked online and began receiving radio airplay within weeks, propelling cloud rap into mainstream attention. He signed with Polo Grounds Music, an imprint of RCA Records, that October and released his debut mixtape, Live. Love. A$AP to widespread critical acclaim.",wikipedia,https://en.wikipedia.org/wiki/ASAP_Rocky
Yohani,"Yohani Diloka de Silva, known mononymously as Yohani, is a Sri Lankan singer-songwriter, rapper, and YouTuber. She started her music career as a YouTuber. She soon gained recognition for her cover of 'Manike Mage Hithe' and released many covers of her singing and rapping which have earned her the title ""Rap Princess"" of Sri Lanka. She rose to prominence and gained global recognition for her cover of ""Manike Mage Hithe"". She also became the first Sri Lankan female singer to surpass a total of 3.60 million subscribers on YouTube.",wikipedia,https://en.wikipedia.org/wiki/Yohani
French Montana,"Karim Kharbouch, known professionally as French Montana, is a Moroccan and American rapper. Born and raised in Morocco, he immigrated to New York City with his family at the age of 13 and began his career as a battle rapper in the early 2000s — under the name Young French. He first gained recognition hosting the locally-tailored DVD series Cocaine City during the 2000s, which centered around interviews of hip hop figures. He pursued a recording career while doing so, releasing several underground projects before signing with Sean Combs's Bad Boy Records and Rick Ross's Maybach Music Group, in a triple-joint venture with Interscope Records in 2012.",wikipedia,https://en.wikipedia.org/wiki/French_Montana
Train,"Train is an American pop rock band from San Francisco that formed in 1993. As of 2025, the band consists of Pat Monahan, Butch Walker, Hector Maldonado, Jerry Becker, and Matt Musty (drums). The band has had many lineup changes, with Monahan serving as the sole constant and sole original founding member.",wikipedia,https://en.wikipedia.org/wiki/Train_(band)
New West,"New West Records is a record label based in Nashville and Athens, Georgia. It previously had offices in Burbank, California and Beverly Hills, California. From 2013 to 2018, New West's records in the U.S. were distributed by Alternative Distribution Alliance, and since September 2018, Redeye Distribution has taken over American distribution. New West Records exclusively releases CDs and DVDs for the award-winning television program Austin City Limits.",wikipedia,https://en.wikipedia.org/wiki/New_West_Records
Gym Class Heroes,"Gym Class Heroes is an American rap rock band from Geneva, New York. The group formed in 1997 when Travie McCoy met drummer Matt McGinley during their high school gym class. The band's music displays a wide variety of influences, including hip hop, rock, funk, and reggae.",wikipedia,https://en.wikipedia.org/wiki/Gym_Class_Heroes
Mac DeMarco,"McBriare Samuel Lanyon DeMarco is a Canadian singer-songwriter, multi-instrumentalist and producer. DeMarco initially emerged in the indie music scene in 2012, and has since released six full-length studio albums: his debut 2 (2012), Salad Days (2014), This Old Dog (2017), Here Comes the Cowboy (2019), Five Easy Hot Dogs (2023) and Guitar (2025). He additionally released the mini-albums Rock and Roll Night Club in 2012 and Another One in 2015, as well as the compilation album One Wayne G in 2023. In 2018, DeMarco established his own record label by the name of ""Mac's Record Label"".",wikipedia,https://en.wikipedia.org/wiki/Mac_DeMarco
Shouse,"Shouse are an Australian-New Zealand electronic music duo consisting of Jack Madin and Ed Service. They are best known for their 2017 single ""Love Tonight"", which experienced renewed popularity in 2021.",wikipedia,https://en.wikipedia.org/wiki/Shouse_(duo)
Lil Tjay,"Tione Jayden Merritt, known professionally as Lil Tjay, is an American rapper. He rose to prominence with his 2017 single ""Resume"", and signed with Columbia Records following the success of his 2018 single ""Brothers"", which received triple platinum certification by the Recording Industry Association of America (RIAA). His guest appearance on Polo G's 2019 single, ""Pop Out"" marked his first entry on the Billboard Hot 100—peaking at number 11—while his own single, ""F.N"" became his first to do so as a lead artist. Each preceded the release of his debut studio album, True 2 Myself (2019), which peaked at number five on the Billboard 200.",wikipedia,https://en.wikipedia.org/wiki/Lil_Tjay
Backstreet Boys,"Backstreet Boys are an American vocal group and pop boy band consisting of Nick Carter, Howie Dorough, AJ McLean, and cousins Brian Littrell and Kevin Richardson. The band formed in 1993 in Orlando, Florida.",wikipedia,https://en.wikipedia.org/wiki/Backstreet_Boys
Natti Natasha,"Natalia Alexandra Gutiérrez Batista, better known by her stage name Natti Natasha, is a Dominican singer. She was signed to Don Omar's label Orfanato Music Group. Her debut EP, All About Me, was released on March 28, 2012, by Orfanato Music Group. Her debut album, Iluminatti, was released on February 15, 2019, by Pina Records and Sony Music Latin.",wikipedia,https://en.wikipedia.org/wiki/Natti_Natasha
PSY,"Park Jae-sang, better known as Psy, is a South Korean rapper, singer, songwriter, and record producer. He has received numerous accolades, including an American Music Award, a World Music Award, 10 MAMA Awards. He is the founder of the talent agency P Nation.",wikipedia,https://en.wikipedia.org/wiki/Psy
Lil Peep,"Gustav Elijah Åhr, known professionally as Lil Peep, was an American rapper and singer-songwriter. He was a member of the hip-hop collective GothBoiClique, and is credited as being a leading figure of the emo rap sub-genre, and an inspiration in alternative youth subcultures.",wikipedia,https://en.wikipedia.org/wiki/Lil_Peep
Regard,"Dardan Aliu, mostly known as Regard, is an Albainian-Kosovan DJ and record producer. Born and raised in Ferizaj, he made his international breakthrough in 2019 with his cover of Jay Sean's 2008 single ""Ride It"", which resulted in commercial success worldwide.",wikipedia,https://en.wikipedia.org/wiki/Regard_(DJ)
Sleepy Hallow,"Tegan Joshua Anthony Chambers, known professionally as Sleepy Hallow, is a Jamaican-American rapper and singer-songwriter who specializes in Brooklyn drill. Born in Jamaica, Chambers was raised in Flatbush, Brooklyn, New York City, alongside frequent collaborator and co-founder of Winners Circle Entertainment Sheff G.",wikipedia,https://en.wikipedia.org/wiki/Sleepy_Hallow
2Pac,"Tupac Amaru Shakur, also known by his stage names 2Pac and Makaveli, was an American rapper and actor. He was one of the most influential musical artists of the 20th century, and a prominent political activist for Black America. He is among the best-selling music artists, having sold more than 75 million records worldwide. Some of Shakur's music addressed social injustice, political issues, and the marginalization of African Americans, but he was also synonymous with gangsta rap and violent lyrics.",wikipedia,https://en.wikipedia.org/wiki/Tupac_Shakur
Liana Flores,"Liana Flores is a British-Brazilian singer-songwriter and guitarist. After independently releasing two extended plays The Water's Fine! (2018) and Recently (2019), her debut studio album Flower of the Soul was released under Verve and Fiction in June 2024.",wikipedia,https://en.wikipedia.org/wiki/Liana_Flores
Joel Corry,"Joel Corry is an English DJ, producer, bodybuilder, and television personality. He came to prominence in 2019 with the release of his single ""Sorry"", featuring vocals from Hayley May, which reached number six in the UK Singles Chart. In 2020, Corry released the singles ""Lonely"" and ""Head & Heart"". The latter, which features MNEK on vocals, spent six weeks at number one on the UK Singles Chart and also became Corry's first entry on the US Billboard Hot 100.",wikipedia,https://en.wikipedia.org/wiki/Joel_Corry
Marc Seguí,,none,
Akon,"Aliaune Damala Bouga Time Puru Nacka Lu Lu Lu Badara Akon Thiam, is a Senegalese-American singer, songwriter, record producer, businessman and philanthropist. An influential figure in world music, he rose to prominence in 2004 following the release of his single ""Locked Up"". Styled in hip-hop, it preceded the release of his debut studio album Trouble (2004), which became his commercial breakthrough and spawned the R&B-styled follow-up, ""Lonely"", the following year.",wikipedia,https://en.wikipedia.org/wiki/Akon
Calvin Harris,"Adam Richard Wiles, known professionally as Calvin Harris, is a Scottish DJ, record producer, singer, and songwriter. His debut studio album, I Created Disco (2007) was preceded by the singles ""Acceptable in the 80s"" and ""The Girls"", both of which achieved commercial success in Europe, as well as in Australia. His second album, Ready for the Weekend (2009), debuted atop the official album charts in Scotland, as well as in the United Kingdom, and its lead single, ""I'm Not Alone"", became his first song to reach number one in the UK Singles Charts.",wikipedia,https://en.wikipedia.org/wiki/Calvin_Harris
Dire Straits,"Dire Straits were a British rock band formed in London in 1977 by Mark Knopfler, David Knopfler, John Illsley, and Pick Withers. The band was active from 1977 to 1988 and again from 1990 to 1995.",wikipedia,https://en.wikipedia.org/wiki/Dire_Straits
Jonas Brothers,"The Jonas Brothers are an American pop rock band formed in 2005 comprising brothers Kevin Jonas, Joe Jonas, and Nick Jonas. Raised in Wyckoff, New Jersey, the Jonas Brothers moved to Little Falls, New Jersey, in 2005, where they wrote their first record that made its release on Hollywood Records, a Disney-owned record label, after which they gained popularity from their appearances on Disney Channel. They starred in the 2008 Disney Channel Original Movie Camp Rock and its 2010 sequel, Camp Rock 2: The Final Jam. They also starred in their own Disney Channel series Jonas, which was rebranded as Jonas L.A. for its second season. The band has released seven albums: It's About Time (2006), Jonas Brothers (2007), A Little Bit Longer (2008), Lines, Vines and Trying Times (2009), Happiness Begins (2019), The Album (2023) and Greetings from Your Hometown (2025).",wikipedia,https://en.wikipedia.org/wiki/Jonas_Brothers
Travis Scott,"Jacques Bermon Webster II, known professionally as Travis Scott, formerly stylized as Travi$ Scott, is an American rapper, singer, songwriter, and record producer. Scott has had five number-one hits on the U.S. Billboard Hot 100 chart, along with a total of over one hundred charting songs. In addition to ten Grammy Award nominations, he has won a Latin Grammy Award, Billboard Music Award, MTV Video Music Award, and several BET Hip Hop Awards. Scott's musical style has been described as a ""blend between traditional hip-hop and lo-fi"" and often characterized as an ""ambient"" drawing of notable influence from rappers Kanye West and Kid Cudi. His stage name is derived from the latter's real name, Scott Mescudi, combined with the name of a favorite uncle.",wikipedia,https://en.wikipedia.org/wiki/Travis_Scott
Chris Stapleton,"Christopher Alvin Stapleton is an American singer-songwriter and guitarist. Born in Kentucky, he moved to Nashville in 1996 to study for an engineering degree from Vanderbilt University, but dropped out to pursue a career in music. Shortly after, Stapleton signed a contract with Sea Gayle Music to write and publish his music.",wikipedia,https://en.wikipedia.org/wiki/Chris_Stapleton
SAINt JHN,"Carlos St. John Phillips, known professionally as Saint Jhn, is an American and Guyanese rapper and singer.",wikipedia,https://en.wikipedia.org/wiki/Saint_Jhn
Cults,"Cults is an American indie pop band formed in New York City in 2010, comprising multi-instrumentalists Madeline Follin and Brian Oblivion. The band first rose to prominence after the release of their debut extended play, Cults 7"" (2010), which was released on their Bandcamp page. They signed with English singer Lily Allen's record label In the Name Of, an imprint of Sony Music, to release their eponymous debut studio album (2011). Their song ""Bad Things"" was sampled by American rapper J. Cole for his 2013 single ""She Knows"", on which they were credited as featured artists.",wikipedia,https://en.wikipedia.org/wiki/Cults_(band)
Metro Boomin,"Leland Tyler Wayne, known professionally as Metro Boomin, is an American record producer. Widely acclaimed for his dark and cinematic production style, he is regarded as one of the most influential producers in contemporary hip-hop and trap music. He has most notably worked with a string of artists including Future, 21 Savage, Migos, Gucci Mane, Kanye West, the Weeknd, Young Thug, Drake, and Travis Scott.",wikipedia,https://en.wikipedia.org/wiki/Metro_Boomin
Ricky Montgomery,"Richard Owen Holmes Montgomery is an American singer-songwriter. He is best known for his breakout hits ""Mr. Loverman"" and ""Line Without a Hook,"" which went viral on TikTok in 2020.",wikipedia,https://en.wikipedia.org/wiki/Ricky_Montgomery
Luke Combs,"Luke Albert Combs is an American country singer. He was born in North Carolina and grew up there, performing as a child. After leaving college to pursue a career in music, he moved to Nashville and released his debut EP, The Way She Rides, in 2014.",wikipedia,https://en.wikipedia.org/wiki/Luke_Combs
Ali Gatie,"Ali Gatie is an Iraqi–Canadian singer and songwriter managed by SAL&CO. In 2019, his song ""It's You"" achieved worldwide success, charting on the US Billboard Hot 100 peaked at number 70 and reaching the top 30 in Australia, Canada, Ireland and Sweden, as well as the top 10 in New Zealand and in Germany.",wikipedia,https://en.wikipedia.org/wiki/Ali_Gatie
Van Morrison,"Sir George Ivan ""Van"" Morrison is a Northern Irish musician, singer, and songwriter whose recording career started in the 1960s. Morrison's albums have performed well in the UK and Ireland, with more than 40 reaching the UK Top 40, as well as internationally, including in Germany, the Netherlands and Switzerland.",wikipedia,https://en.wikipedia.org/wiki/Van_Morrison
Troye Sivan,"Troye Sivan Mellet is an Australian singer-songwriter and actor. After gaining popularity as a singer on YouTube and in Australian talent competitions, Sivan signed with EMI Australia in 2013. He earned early recognition for his extended plays (EPs) TRXYE (2014) and Wild (2015); the former peaked at number 5 on the US Billboard 200, while his debut single, ""Happy Little Pill"", reached the Top 10 on Australian music charts.",wikipedia,https://en.wikipedia.org/wiki/Troye_Sivan
Snow Patrol,"Snow Patrol are a Northern Irish rock band formed in 1994 in Dundee, Scotland, consisting of Gary Lightbody, Nathan Connolly, and Johnny McDaid ; Lightbody is the band's sole remaining original member.",wikipedia,https://en.wikipedia.org/wiki/Snow_Patrol
Duncan Laurence,"Duncan de Moor, known professionally as Duncan Laurence, is a Dutch singer and songwriter. He represented the Netherlands in the Eurovision Song Contest 2019 with his song ""Arcade"" and went on to win the competition, giving the Netherlands its first Eurovision win since 1975. ""Arcade"" became one of the most successful Eurovision Song Contest winning entries on streaming platforms and international charts in recent history. Prior to Eurovision, Laurence was a semi-finalist in the fifth season of The Voice of Holland.",wikipedia,https://en.wikipedia.org/wiki/Duncan_Laurence
Rvssian,"Tarik Johnston, commonly known as Rvssian and previously as Russian, is a Jamaican record producer, singer, and entrepreneur. He is the founder of Head Concussion, a music production company situated in Kingston, Jamaica.",wikipedia,https://en.wikipedia.org/wiki/Rvssian
Sleep Miracle,,none,
Suki Waterhouse,"Alice Suki Waterhouse is an English actress, singer, and model. Waterhouse began a career in modelling at the age of 16, and she went on to model for several major fashion labels such as Burberry, Tommy Hilfiger, Hugo Boss, Laura Mercier, and Ferragamo. Her first feature film as an actress was a minor role in Pusher (2012), and she has since appeared in films such as Love, Rosie (2014), The Divergent Series: Insurgent (2015), The Bad Batch (2016), Assassination Nation (2018), and Detective Pikachu (2019). Waterhouse portrayed Karen Sirko in the musical drama miniseries Daisy Jones & the Six (2023).",wikipedia,https://en.wikipedia.org/wiki/Suki_Waterhouse
Joy Again,"Joy Again was an American indie rock band from Philadelphia, Pennsylvania. Founded in 2014, the band consisted of singer and guitarists Sachi DiSerafino and Arthur Shea, keyboardists Blaise O'Brien and Zachary Tyndall, bassist Kieran Ferris, and drummer Will Butera.",wikipedia,https://en.wikipedia.org/wiki/Joy_Again
